,lon,lat,z1p0,z2p5,sigma,vs30,v22p12,v22p11,v22p4,v22p2,v21p6,v21p1,v20p9,v20p6,v20p5,v20p4
020092c,173.56087,-35.68796,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
020092d,173.56154,-35.75983,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
020092e,173.61501,-41.07745,0.045,0.325,0.5,240.000000641018,True,True,True,False,True,True,True,True,True,True
020092f,173.61578,-41.14931,0.065,0.325,0.5,455.00013335796,True,True,True,False,True,True,True,True,True,True
0200930,173.61656,-41.22116,0.055,0.275,0.5,690.974517838037,True,True,True,False,True,True,True,True,True,True
0200931,173.61734,-41.29303,0.055,0.275,0.5,325.091460864003,True,True,True,False,True,True,True,True,True,True
0200932,173.61813,-41.36488,0.035,0.275,0.5,690.97435153169,True,True,True,False,True,True,True,True,True,True
0200933,173.61891,-41.43675,0.025,0.275,0.5,690.974349056863,True,True,True,False,True,True,True,True,True,True
0200934,173.61971,-41.50861,0.035,0.275,0.5,690.974348966632,True,True,True,False,True,True,True,True,True,True
0200935,173.6205,-41.58046,0.065,0.275,0.3,500.000000000004,True,True,True,False,True,True,True,True,True,True
0200936,173.62129,-41.65233,0.045,0.275,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200937,173.62209,-41.72418,0.045,0.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200938,173.62288,-41.79605,0.055,0.575,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200939,173.62367,-41.8679,0.045,0.925,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020093a,173.62447,-41.93976,0.055,1.675,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020093b,173.62527,-42.01163,0.035,3.125,0.5,690.974348966214,True,True,True,False,True,True,True,True,True,True
020093c,173.62608,-42.08348,0.055,1.525,0.5,455.000000000547,True,True,True,False,True,True,True,True,True,True
020093d,173.62688,-42.15535,0.045,1.725,0.5,455.000000145446,True,True,True,False,True,True,True,True,True,True
020093e,173.62769,-42.2272,0.055,2.925,0.5,455.00002210799,True,True,True,False,True,True,True,True,True,True
020093f,173.62849,-42.29906,0.055,2.125,0.5,455.003862154499,True,True,True,False,True,True,True,True,True,True
0200940,173.6293,-42.37093,0.275,3.075,0.3,240.171217495127,True,True,True,False,True,True,True,True,True,True
0200941,173.64143,-34.96886,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200942,173.64218,-35.04073,0.035,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200943,173.64294,-35.11258,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200944,173.64369,-35.18443,0.045,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200945,173.64444,-35.2563,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200946,173.64519,-35.32816,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200947,173.64595,-35.40001,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200948,173.6467,-35.47188,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200949,173.64746,-35.54373,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
020094a,173.64822,-35.61559,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
020094b,173.64897,-35.68745,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
020094c,173.64973,-35.75931,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,True,False,True,False
020094d,173.6505,-35.83116,0.055,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020094e,173.71033,-41.07683,0.055,0.325,0.5,455.000000114715,True,True,True,False,True,True,True,True,True,True
020094f,173.71121,-41.14868,0.035,0.275,0.5,690.974349266865,True,True,True,False,True,True,True,True,True,True
0200950,173.7121,-41.22054,0.035,0.275,0.5,690.974349992136,True,True,True,False,True,True,True,True,True,True
0200951,173.71298,-41.29239,0.035,0.275,0.5,690.974349184474,True,True,True,False,True,True,True,True,True,True
0200952,173.71388,-41.36426,0.035,0.225,0.5,690.974349011253,True,True,True,False,True,True,True,True,True,True
0200953,173.71477,-41.43611,0.045,0.275,0.5,690.974348968152,True,True,True,False,True,True,True,True,True,True
0200954,173.71567,-41.50797,0.255,0.275,0.3,500.000000000018,True,True,True,False,True,True,True,True,True,True
0200955,173.71655,-41.57983,0.405,0.425,0.3,500.0,True,True,True,False,True,True,True,True,True,True
0200956,173.71745,-41.65169,0.045,0.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200957,173.71835,-41.72354,0.055,0.525,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200958,173.71925,-41.79539,0.045,0.975,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200959,173.72015,-41.86726,0.045,0.925,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020095a,173.72107,-41.93912,0.045,2.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020095b,173.72197,-42.01097,0.055,2.175,0.5,455.000000000002,True,True,True,False,True,True,True,True,True,True
020095c,173.72289,-42.08284,0.055,2.125,0.5,455.00000000021,True,True,True,False,True,True,True,True,True,True
020095d,173.7238,-42.15469,0.055,2.975,0.5,455.000000020879,True,True,True,False,True,True,True,True,True,True
020095e,173.7247,-42.22655,0.065,1.775,0.5,246.613838815248,True,True,True,False,True,True,True,True,True,True
020095f,173.72562,-42.2984,0.065,3.375,0.5,455.000120480208,True,True,True,False,True,True,True,True,True,True
0200960,173.73033,-35.11201,0.035,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200961,173.73117,-35.18387,0.045,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200962,173.73201,-35.25574,0.035,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200963,173.73286,-35.32759,0.045,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200964,173.7337,-35.39944,0.045,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200965,173.73454,-35.4713,0.065,0.275,0.5,162.892120019443,False,False,False,False,False,False,False,False,False,False
0200966,173.7354,-35.54315,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
0200967,173.73624,-35.61502,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,True,False,True,False
0200968,173.73709,-35.68687,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,True,False,True,False
0200969,173.73795,-35.75873,0.045,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020096a,173.73878,-35.83058,0.055,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020096b,173.73964,-35.90244,0.045,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020096c,173.78165,-39.27971,0.075,2.175,0.5,455.0,False,True,False,False,False,True,True,True,True,True
020096d,173.78258,-39.35156,0.075,2.025,0.5,455.0,False,True,False,False,False,True,True,True,True,True
020096e,173.8027,-40.86055,0.045,0.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020096f,173.80467,-41.00426,0.045,0.275,0.5,455.000000000046,True,True,True,False,True,True,True,True,True,True
0200970,173.80664,-41.14796,0.065,0.275,0.5,455.000000004923,True,True,True,False,True,True,True,True,True,True
0200971,173.80763,-41.21983,0.035,0.275,0.5,690.97434897163,True,True,True,False,True,True,True,True,True,True
0200972,173.80862,-41.29169,0.035,0.275,0.5,455.000000003923,True,True,True,False,True,True,True,True,True,True
0200973,173.80962,-41.36354,0.035,0.275,0.5,690.974348966552,True,True,True,False,True,True,True,True,True,True
0200974,173.81062,-41.43539,0.045,0.275,0.5,690.974348966225,True,True,True,False,True,True,True,True,True,True
0200975,173.81161,-41.50725,0.655,0.725,0.3,473.180767562689,True,True,True,False,True,True,True,True,True,True
0200976,173.81262,-41.5791,0.065,0.325,0.3,500.0,True,True,True,False,True,True,True,True,True,True
0200977,173.81363,-41.65097,0.045,0.675,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200978,173.81462,-41.72282,0.045,1.225,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200979,173.81563,-41.79468,0.065,0.775,0.3,500.0,True,True,True,False,True,True,True,True,True,True
020097a,173.81665,-41.86653,0.055,1.175,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020097b,173.81766,-41.93839,0.055,1.625,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020097c,173.81866,-42.01024,0.055,1.875,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020097d,173.81969,-42.08211,0.045,2.275,0.5,455.000000000007,True,True,True,False,True,True,True,True,True,True
020097e,173.82071,-42.15396,0.045,1.975,0.5,455.000000001335,True,True,True,False,True,True,True,True,True,True
020097f,173.82173,-42.22581,0.045,3.225,0.5,455.000000077116,True,True,True,False,True,True,True,True,True,True
0200980,173.81682,-35.03954,0.035,0.225,0.5,635.0,False,False,False,False,False,False,False,False,False,False
0200981,173.81773,-35.11139,0.045,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200982,173.81866,-35.18324,0.035,0.225,0.5,635.0,False,False,False,False,False,False,False,False,False,False
0200983,173.8196,-35.2551,0.045,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200984,173.82053,-35.32695,0.055,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200985,173.82146,-35.3988,0.055,0.275,0.5,455.0,False,False,False,False,False,False,False,False,False,False
0200986,173.82239,-35.47066,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200987,173.82332,-35.54253,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
0200988,173.82426,-35.61438,0.055,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
0200989,173.8252,-35.68623,0.045,0.275,0.5,690.974348966211,False,False,False,False,False,False,True,False,True,False
020098a,173.82614,-35.75809,0.045,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020098b,173.82709,-35.82994,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,True,False,True,False
020098c,173.82802,-35.90179,0.065,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
020098d,173.82896,-35.97365,0.055,0.325,0.5,240.0,False,False,False,False,False,False,True,True,True,True
020098e,173.82991,-36.0455,0.055,0.375,0.5,472.749388885179,False,False,False,False,False,False,True,True,True,True
020098f,173.87341,-39.20711,0.075,1.925,0.5,455.0,False,True,False,False,False,True,True,True,True,True
0200990,173.87445,-39.27896,0.065,1.875,0.5,454.999999999999,False,True,False,False,False,True,True,True,True,True
0200991,173.87547,-39.35083,0.075,1.775,0.5,454.999999999992,True,True,False,False,False,True,True,True,True,True
0200992,173.87651,-39.42268,0.065,1.825,0.5,454.999999999762,True,True,False,False,False,True,True,True,True,True
0200993,173.89664,-40.78792,0.045,0.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200994,173.89772,-40.85977,0.075,0.325,0.5,455.0,True,True,True,False,True,True,True,True,True,True
0200995,173.90099,-41.07533,0.035,0.275,0.5,690.974348972912,True,True,True,False,True,True,True,True,True,True
0200996,173.90207,-41.14719,0.045,0.275,0.5,246.61383714527,True,True,True,False,True,True,True,True,True,True
0200997,173.90317,-41.21904,0.035,0.275,0.5,690.974349056706,True,True,True,False,True,True,True,True,True,True
0200998,173.90427,-41.29089,0.055,0.275,0.5,690.974349004558,True,True,True,False,True,True,True,True,True,True
0200999,173.90536,-41.36275,0.035,0.275,0.5,690.974348971819,True,True,True,False,True,True,True,True,True,True
020099a,173.90646,-41.4346,0.055,0.325,0.5,690.974348966458,True,True,True,False,True,True,True,True,True,True
020099b,173.90758,-41.50645,0.625,1.025,0.3,305.083989590772,True,True,True,False,True,True,True,True,True,True
020099c,173.90868,-41.57831,0.065,0.575,0.3,455.0,True,True,True,False,True,True,True,True,True,True
020099d,173.90979,-41.65016,0.045,1.375,0.5,455.0,True,True,True,False,True,True,True,True,True,True
020099e,173.91089,-41.72202,0.425,1.025,0.3,500.0,True,True,True,False,True,True,True,True,True,True
020099f,173.912,-41.79387,0.075,1.325,0.3,455.0,True,True,True,False,True,True,True,True,True,True
02009a0,173.91313,-41.86572,0.045,1.775,0.5,455.0,True,True,True,False,True,True,True,True,True,True
02009a1,173.91425,-41.93758,0.045,2.225,0.5,455.0,True,True,True,False,True,True,True,True,True,True
02009a2,173.91536,-42.00943,0.055,3.275,0.5,455.0,True,True,True,False,True,True,True,True,True,True
02009a3,173.91649,-42.08128,0.055,3.525,0.5,455.000000000001,True,True,True,False,True,True,True,True,True,True
02009a4,173.91762,-42.15314,0.075,3.475,0.5,240.000000000017,True,True,True,False,True,True,True,True,True,True
02009a5,173.90413,-35.03885,0.045,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
02009a6,173.90514,-35.1107,0.035,0.225,0.5,455.0,False,False,False,False,False,False,False,False,False,False
02009a7,173.90616,-35.18256,0.045,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
02009a8,173.90717,-35.25441,0.045,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
02009a9,173.90819,-35.32626,0.045,0.225,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
02009aa,173.90921,-35.39812,0.055,0.275,0.5,455.0,False,False,False,False,False,False,False,False,False,False
02009ab,173.91023,-35.46997,0.035,0.275,0.5,455.0,False,False,False,False,False,False,False,False,False,False
02009ac,173.91125,-35.54182,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,False,False
02009ad,173.91228,-35.61366,0.035,0.275,0.5,690.974348966211,False,False,False,False,False,False,False,False,True,False
02009ae,173.91331,-35.68552,0.065,0.275,0.5,455.0,False,False,False,False,False,False,True,False,True,False
02009af,173.91434,-35.75737,0.045,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
02009b0,173.91537,-35.82922,0.055,0.325,0.5,455.0,False,False,False,False,False,False,True,False,True,False
02009b1,173.9164,-35.90108,0.065,0.325,0.5,413.957887802802,False,False,False,False,False,False,True,False,True,False
02009b2,173.91743,-35.97293,0.065,0.325,0.5,314.471608868684,False,False,False,False,False,False,True,True,True,True
02009b3,173.91847,-36.04478,0.065,0.375,0.5,240.0,False,False,False,False,False,False,True,True,True,True
02009b4,173.91951,-36.11664,0.055,0.475,0.5,472.749388885179,False,False,False,False,False,False,True,True,True,True
02009b5,173.96498,-39.13446,0.035,1.575,0.5,246.6138371423,False,True,False,False,False,True,True,True,True,True
02009b6,173.96611,-39.2063,0.075,1.525,0.5,233.200279908291,False,True,False,False,False,True,True,True,True,True
02009b7,173.96724,-39.27815,0.065,1.475,0.5,454.999999999993,True,True,False,False,False,True,True,True,True,True
02009b8,173.96837,-39.35001,0.065,1.575,0.5,454.99999999861,True,True,False,False,False,True,True,True,True,True
02009b9,173.96951,-39.42186,0.065,1.925,0.5,246.613837125732,True,True,False,False,False,True,True,True,True,True
02009ba,173.97064,-39.49371,0.075,1.725,0.5,454.999999387121,True,True,False,False,False,True,True,True,True,True
02009bb,173.99512,-41.00261,0.045,0.275,0.5,455.00000000503,True,True,True,False,True,True,True,True,True,True
02009bc,173.9975,-41.14632,0.035,0.275,0.5,455.000003716865,True,True,True,False,True,True,True,True,True,True
02009bd,173.9987,-41.21817,0.065,0.275,0.5,690.974365424619,True,True,True,False,True,True,True,True,True,True
